College,Major,code,rest
간호대학,간호학과,NRSG234,간호연구방법론 추진아 2( 2) 목(1-2) 우정간호학관 101호 ● ● 신청현황
간호대학,간호학과,NRSG236,간호진단 전진영 1( 1) 월(4) 우정간호학관 101호 ● ● ● 신청현황
간호대학,간호학과,NRSG240,기초간호과학I 설근희 2( 2) 화(1-2) 우정간호학관 101호 ● ● ● 신청현황
간호대학,간호학과,NRSG244,기초간호과학IV 설근희 2( 2) 수(1-2) 우정간호학관 101호 ● ● ● 신청현황
간호대학,간호학과,NRSG250,기초간호과학실습I 설근희 1( 2) 화(3-4) 우정간호학관 307호 ● ● 신청현황
간호대학,간호학과,NRSG250,기초간호과학실습I 설근희 1( 2) 수(4-5) 우정간호학관 307호 ● ● 신청현황
간호대학,간호학과,NRSG250,기초간호과학실습I 설근희 1( 2) 수(6-7) 우정간호학관 307호 ● ● 신청현황
간호대학,간호학과,NRSG254,생명윤리  수업시간 : 14:00-14:50 전진영 1( 1) 월(5) 우정간호학관 101호 ● ● 신청현황
간호대학,간호학과,NRSG262,기본간호학II 장성옥 1( 1) 화(4) 우정간호학관 101호 ● ● ● 신청현황
간호대학,간호학과,NRSG266,기본간호학실습II 장성옥 2( 4) 화(5-7) 우정간호학관 101호 ● ● 신청현황
간호대학,간호학과,NRSG266,기본간호학실습II 박원희 2( 4) 금(5-7) 우정간호학관 101호 ● ● 신청현황
간호대학,간호학과,NRSG266,기본간호학실습II 박원희 2( 4) 목(4-6) 우정간호학관 101호 ● ● 신청현황
간호대학,간호학과,NRSG271,건강사정(영강)  수업시간 : 9:00-9:50 박수경 1( 1) 금(1) 우정간호학관 101호 ● ● 신청현황
간호대학,간호학과,NRSG273,건강사정실습  수업시간 : 10:00-11:40 박수경 1( 2) 금(2) 우정간호학관 건강사정실습실(418호) ● ● 신청현황
간호대학,간호학과,NRSG273,건강사정실습 정선영 1( 2) 금(3-4) 우정간호학관 건강사정실습실(418호) ● ● 신청현황
간호대학,간호학과,NRSG273,건강사정실습  수업시간 : 10:00-11:40 전진영 1( 2) 월(2) 우정간호학관 건강사정실습실(418호) ● ● 신청현황
간호대학,간호학과,NRSG277,"성인간호학IV  수업시간 : 수 10:45-12:25 / 13:35-15:15 목 13:00-13:40 박수경,김성렬 3( 3) 수(2-3) 우정간호학관 201호 수(4-5) 우정간호학관 201호 ● ● ● 신청현황"
간호대학,간호학과,NRSG279,성인간호학V  수업시간 : 목 14:00-15:20 홍세진 1( 1) 목(5) 우정간호학관 201호 ● ● ● 신청현황
간호대학,간호학과,NRSG285,"성인간호학실습I 신나미,김성렬 2( 6) ● ● 신청현황"
간호대학,간호학과,NRSG285,성인간호학실습I 박수경 2( 6) ● ● 신청현황
간호대학,간호학과,NRSG285,성인간호학실습I 정선영 2( 6) ● ● 신청현황
간호대학,간호학과,NRSG287,성인간호학실습III 홍세진 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG287,성인간호학실습III 박수경 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG287,성인간호학실습III 정선영 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG288,성인간호학실습IV 홍세진 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG288,성인간호학실습IV 박수경 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG288,성인간호학실습IV 김성렬 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG290,성인간호학실습V 신나미 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG290,성인간호학실습V 홍세진 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG290,성인간호학실습V 김성렬 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG342,아동간호학II  수업시간 : 수 9:00-10:30 금 10:00-12:45 오원옥 3( 3) 수(1) 우정간호학관 201호 금(2-3) 우정간호학관 201호 ● ● ● 신청현황
간호대학,간호학과,NRSG362,모성간호학II  수업시간 : 화 5-6교시 / 수 6교시(15:30-17:00) 신현정 3( 3) 화(5-6) 우정간호학관 201호 수(6) 우정간호학관 201호 ● ● ● 신청현황
간호대학,간호학과,NRSG390,노인간호학실습 박민선 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG390,노인간호학실습 박민선 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG390,노인간호학실습 박민선 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG420,간호학통합실습 오원옥 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG420,간호학통합실습 신현정 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG420,간호학통합실습 정선영 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG430,보건의료관계법규  수업시간 : 목 9:00-11:28 유호신 1( 1) 목(1-2) 우정간호학관 401호 ● ● ● 신청현황
간호대학,간호학과,NRSG440,"정신간호학I  수업시간 : 화 9:00-11:45 목 9:00-10:30 한금선,박미연 3( 3) 화(1) 우정간호학관 201호 화(1-2) 우정간호학관 201호 목(1) 우정간호학관 201호 ● ● ● 신청현황"
간호대학,간호학과,NRSG450,정신간호학실습I 한금선 2( 6) ● ● 신청현황
간호대학,간호학과,NRSG450,정신간호학실습I 박미연 2( 6) ● ● 신청현황
간호대학,간호학과,NRSG450,정신간호학실습I 박미연 2( 6) ● ● 신청현황
간호대학,간호학과,NRSG452,정신간호학실습II 한금선 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG452,정신간호학실습II 박미연 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG452,정신간호학실습II 박미연 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG461,"지역사회간호학II 유호신,추진아 3( 3) 화(4-7) 우정간호학관 401호 수(1-2) 우정간호학관 401호 ● ● ● 신청현황"
간호대학,간호학과,NRSG471,지역사회간호학실습I 추진아 2( 6) ● ● 신청현황
간호대학,간호학과,NRSG471,지역사회간호학실습I 유호신 2( 6) ● ● 신청현황
간호대학,간호학과,NRSG471,지역사회간호학실습I 정지연 2( 6) ● ● 신청현황
간호대학,간호학과,NRSG472,지역사회간호학실습II 추진아 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG472,지역사회간호학실습II 유호신 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG472,지역사회간호학실습II 정지연 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG481,"간호관리학  수업시간 : 수 4-5교시 /목 4-7교시(~18:15) 서문경애,강지원 3( 3) 수(4-5) 우정간호학관 401호 목(4-7) 우정간호학관 401호 ● ● ● 신청현황"
간호대학,간호학과,NRSG490,간호관리학실습I 강지원 2( 6) ● ● 신청현황
간호대학,간호학과,NRSG490,간호관리학실습I 서문경애 2( 6) ● ● 신청현황
간호대학,간호학과,NRSG490,간호관리학실습I 서문경애 2( 6) ● ● 신청현황
간호대학,간호학과,NRSG492,간호관리학실습II 강지원 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG492,간호관리학실습II 서문경애 1( 3) ● ● 신청현황
간호대학,간호학과,NRSG492,간호관리학실습II 서문경애 1( 3) ● ● 신청현황
경영대학,경영학과,BUSS003,Topic Course  전략적기술사업화 (Technology Entrepreneurship and Commercialization) 타학과생 신청가능 신명철 3( 3) 목(7-9) L-P 107호 ● ● ● 신청현황
경영대학,경영학과,BUSS203,경영수학(영강) Inna Drobouchevitch 3( 3) 월(6) L-P 218호 수(6) L-P 218호 ● ● ● 신청현황
경영대학,경영학과,BUSS203,경영수학(영강) 임희주 3( 3) 월(5) 현차관 B301호 수(5) 현차관 B301호 ● ● ● 신청현황
경영대학,경영학과,BUSS205,마케팅원론 김상용 3( 3) 월(6) 현차관 301호 수(6) 현차관 301호 ● ● ● 신청현황
경영대학,경영학과,BUSS205,마케팅원론 류강석 3( 3) 월(5) L-P 207호 수(5) L-P 207호 ● ● ● 신청현황
경영대학,경영학과,BUSS205,마케팅원론(영강) 석관호 3( 3) 화(2) L-P 217호 목(2) L-P 217호 ● ● ● 신청현황
경영대학,경영학과,BUSS205,마케팅원론(영강) 유시진 3( 3) 월(1) L-P 207호 수(1) L-P 207호 ● ● ● 신청현황
경영대학,경영학과,BUSS205,마케팅원론(영강) 유원상 3( 3) 화(2) L-P 208호 목(2) L-P 208호 ● ● ● 신청현황
경영대학,경영학과,BUSS205,마케팅원론(영강) Fang-Chi Lu 3( 3) 화(3-4) 현차관 301호 목(3-4) 현차관 301호 ● ● ● 신청현황
경영대학,경영학과,BUSS205,마케팅원론(영강) 이성규 3( 3) 화(1) L-P 208호 목(1) L-P 208호 ● ● ● 신청현황
경영대학,경영학과,BUSS205,마케팅원론(영강) 정윤주 3( 3) 화(6) 현차관 B204호 목(6) 현차관 B204호 ● ● ● 신청현황
경영대학,경영학과,BUSS205,마케팅원론 황산영 3( 3) 화(5) 현차관 303호 목(5) 현차관 303호 ● ● ● 신청현황
경영대학,경영학과,BUSS207,재무관리(영강) 박경서 3( 3) 월(5) L-P 217호 수(5) L-P 217호 ● ● ● 신청현황
경영대학,경영학과,BUSS207,재무관리(영강) 황준호 3( 3) 화(5) L-P 530호 목(5) L-P 530호 ● ● ● ● 신청현황
경영대학,경영학과,BUSS207,재무관리  공과대학 학생 전용 분반(경영대학 전공생 및 타학과생 신청불가) 임찬우 3( 3) 월(3-4) 미래융합 112호 수(3-4) 미래융합 112호 ● ● ● 신청현황
경영대학,경영학과,BUSS207,재무관리(영강) 류두원 3( 3) 월(6) L-P 433호 수(6) L-P 433호 ● ● ● 신청현황
경영대학,경영학과,BUSS207,재무관리 정재웅 3( 3) 화(7-8) 현차관 303호 목(7-8) 현차관 303호 ● ● ● 신청현황
경영대학,경영학과,BUSS207,재무관리(영강) 정지웅 3( 3) 금(5-6) 현차관 301호 ● ● ● 신청현황
경영대학,경영학과,BUSS207,재무관리(영강) 김중혁 3( 3) 월(5) L-P 208호 수(5) L-P 208호 ● ● ● 신청현황
경영대학,경영학과,BUSS207,재무관리(영강) 나현승 3( 3) 화(2) 현차관 B301호 목(2) 현차관 B301호 ● ● ● 신청현황
경영대학,경영학과,BUSS207,재무관리(영강) 김부식 3( 3) 화(1) L-P 432호 목(1) L-P 432호 ● ● ● 신청현황
경영대학,경영학과,BUSS207,재무관리(영강) 김부식 3( 3) 화(3-4) L-P 432호 목(3-4) L-P 432호 ● ● ● 신청현황
경영대학,경영학과,BUSS211,오퍼레이션스관리(영강) 신호정 3( 3) 월(2) 현차관 B201호 수(2) 현차관 B201호 ● ● ● 신청현황
경영대학,경영학과,BUSS211,오퍼레이션스관리(영강) 김병조 3( 3) 화(5) 현차관 B201호 목(5) 현차관 B201호 ● ● ● 신청현황
경영대학,경영학과,BUSS211,오퍼레이션스관리(영강) 박진수 3( 3) 월(1) L-P 530호 수(1) L-P 530호 ● ● ● 신청현황
경영대학,경영학과,BUSS211,오퍼레이션스관리(영강) 이상준 3( 3) 화(7-8) 현차관 301호 목(7-8) 현차관 301호 ● ● ● 신청현황
경영대학,경영학과,BUSS211,오퍼레이션스관리(영강) 정의범 3( 3) 화(1) L-P 433호 목(1) L-P 433호 ● ● ● 신청현황
경영대학,경영학과,BUSS211,오퍼레이션스관리(영강) 홍지현 3( 3) 월(7-8) 현차관 B205호 수(7-8) 현차관 B205호 ● ● ● 신청현황
경영대학,경영학과,BUSS213,중급회계I 윤성수 3( 3) 화(6) L-P 218호 목(6) L-P 218호 ● ● ● 신청현황
경영대학,경영학과,BUSS213,중급회계I(영강) 최우석 3( 3) 화(2) L-P 207호 목(2) L-P 207호 ● ● ● 신청현황
경영대학,경영학과,BUSS213,중급회계I(영강) 지승민 3( 3) 수(3-4) L-P 208호 금(3-4) L-P 208호 ● ● ● 신청현황
경영대학,경영학과,BUSS213,중급회계I(영강) 신재은 3( 3) 월(6) 현차관 B206호 수(6) 현차관 B206호 ● ● ● 신청현황
경영대학,경영학과,BUSS213,중급회계I(영강) 김재영 3( 3) 월(1) 현차관 B301호 수(1) 현차관 B301호 ● ● ● 신청현황
경영대학,경영학과,BUSS213,중급회계I(영강) 윤용석 3( 3) 월(7-8) 현차관 303호 수(7-8) 현차관 303호 ● ● ● 신청현황
경영대학,경영학과,BUSS214,중급회계II 배길수 3( 3) 월(5) L-P 107호 수(5) L-P 107호 ● ● ● 신청현황
경영대학,경영학과,BUSS215,경영정보시스템 정호원 3( 3) 화(5) L-P 216호 목(5) L-P 216호 ● ● ● 신청현황
경영대학,경영학과,BUSS215,경영정보시스템 서용무 3( 3) 월(2) L-P 106호 수(2) L-P 106호 ● ● ● 신청현황
경영대학,경영학과,BUSS215,경영정보시스템(영강) 홍세준 3( 3) 화(2) 현차관 303호 목(2) 현차관 303호 ● ● ● 신청현황
경영대학,경영학과,BUSS215,경영정보시스템(영강) Anat Zeelim-Hovav 3( 3) 화(6) L-P 217호 목(6) L-P 217호 ● ● ● 신청현황
경영대학,경영학과,BUSS215,경영정보시스템(영강) 이동원 3( 3) 월(6) L-P 216호 수(6) L-P 216호 ● ● ● 신청현황
경영대학,경영학과,BUSS215,경영정보시스템(영강) 고병완 3( 3) 월(5) 현차관 B206호 수(5) 현차관 B206호 ● ● ● 신청현황
경영대학,경영학과,BUSS215,경영정보시스템(영강) 함주연 3( 3) 월(1) 현차관 303호 수(1) 현차관 303호 ● ● ● 신청현황
경영대학,경영학과,BUSS215,경영정보시스템 조숙현 3( 3) 금(2-4) 현차관 303호 ● ● ● 신청현황
경영대학,경영학과,BUSS238,광고론 이두희 3( 3) 월(2) L-P 530호 수(2) L-P 530호 ● ● ● 신청현황
경영대학,경영학과,BUSS238,광고론(영강) 최진희 3( 3) 화(2) L-P 107호 목(2) L-P 107호 ● ● ● 신청현황
경영대학,경영학과,BUSS238,광고론(영강) 최진희 3( 3) 화(5) L-P 107호 목(5) L-P 107호 ● ● ● 신청현황
경영대학,경영학과,BUSS238,광고론(영강) Fang-Chi Lu 3( 3) 화(6) 현차관 301호 목(6) 현차관 301호 ● ● ● 신청현황
경영대학,경영학과,BUSS244,관리회계(영강) 유승원 3( 3) 월(2) L-P 218호 수(2) L-P 218호 ● ● ● ● ● 신청현황
경영대학,경영학과,BUSS244,관리회계(영강) 한승수 3( 3) 화(1) 현차관 303호 목(1) 현차관 303호 ● ● ● 신청현황
경영대학,경영학과,BUSS244,관리회계(영강) 정남철 3( 3) 화(6) 현차관 B205호 목(6) 현차관 B205호 ● ● ● 신청현황
경영대학,경영학과,BUSS246,경영과학 박경삼 3( 3) 화(6) L-P 207호 목(6) L-P 207호 ● ● ● 신청현황
경영대학,경영학과,BUSS248,기업경제학 김익수 3( 3) 월(1) L-P 433호 수(1) L-P 433호 ● ● ● 신청현황
경영대학,경영학과,BUSS248,기업경제학(영강) 편주현 3( 3) 화(2) 현차관 B204호 목(2) 현차관 B204호 ● ● ● 신청현황
경영대학,경영학과,BUSS252,마케팅조사론(영강) 김재환 3( 3) 월(2) L-P 216호 수(2) L-P 216호 ● ● ● 신청현황
경영대학,경영학과,BUSS252,마케팅조사론(영강) 유시진 3( 3) 월(2) L-P 207호 수(2) L-P 207호 ● ● ● 신청현황
경영대학,경영학과,BUSS252,마케팅조사론(영강) 유원상 3( 3) 화(5) L-P 208호 목(5) L-P 208호 ● ● ● 신청현황
경영대학,경영학과,BUSS254,투자론(영강) 박경서 3( 3) 월(6) L-P 217호 수(6) L-P 217호 ● ● ● 신청현황
경영대학,경영학과,BUSS254,투자론(영강) 손범진 3( 3) 월(2) 현차관 B301호 수(2) 현차관 B301호 ● ● ● 신청현황
경영대학,경영학과,BUSS254,투자론 이웅기 3( 3) 금(5-6) 현차관 B205호 ● ● ● 신청현황
경영대학,경영학과,BUSS254,투자론 정재웅 3( 3) 화(6) 현차관 303호 목(6) 현차관 303호 ● ● ● 신청현황
경영대학,경영학과,BUSS256,빅데이터분석과해석의기초 정호원 3( 3) 화(2) L-P 216호 목(2) L-P 216호 ● ● ● 신청현황
경영대학,경영학과,BUSS259,벤처경영  타학과생 신청가능 과목 남대일 3( 3) 월(7-9) L-P 218호 ● ● ● 신청현황
경영대학,경영학과,BUSS311,조직행동론 이목화 3( 3) 월(5) 현차관 B201호 수(5) 현차관 B201호 ● ● ● 신청현황
경영대학,경영학과,BUSS311,조직행동론(영강) 전재욱 3( 3) 화(1) 현차관 301호 목(1) 현차관 301호 ● ● ● 신청현황
경영대학,경영학과,BUSS311,조직행동론(영강) 전재욱 3( 3) 화(2) 현차관 301호 목(2) 현차관 301호 ● ● ● 신청현황
경영대학,경영학과,BUSS311,조직행동론(영강) 이동섭 3( 3) 월(2) 현차관 B202호 수(2) 현차관 B202호 ● ● ● 신청현황
경영대학,경영학과,BUSS311,조직행동론(영강) 권성우 3( 3) 월(2) L-P 531호 수(2) L-P 531호 ● ● ● 신청현황
경영대학,경영학과,BUSS311,조직행동론(영강) 송민정 3( 3) 월(6) 현차관 B204호 수(6) 현차관 B204호 ● ● ● 신청현황
경영대학,경영학과,BUSS313,국제경영론 이재혁 3( 3) 월(5) L-P 108호 수(5) L-P 108호 ● ● ● 신청현황
경영대학,경영학과,BUSS313,국제경영론(영강) 정창화 3( 3) 화(3-4) 현차관 B201호 목(3-4) 현차관 B201호 ● ● ● 신청현황
경영대학,경영학과,BUSS313,국제경영론(영강) 조경아 3( 3) 월(6) L-P 208호 수(6) L-P 208호 ● ● ● 신청현황
경영대학,경영학과,BUSS313,국제경영론(영강) 김순성 3( 3) 화(1) L-P 531호 목(1) L-P 531호 ● ● ● 신청현황
경영대학,경영학과,BUSS313,국제경영론(영강) 박혜연 3( 3) 월(1) 현차관 B204호 수(1) 현차관 B204호 ● ● ● 신청현황
경영대학,경영학과,BUSS313,국제경영론(영강) 유다선 3( 3) 화(6) 현차관 B206호 목(6) 현차관 B206호 ● ● ● 신청현황
경영대학,경영학과,BUSS313,국제경영론(영강) 조진완 3( 3) 화(7-8) 현차관 B204호 목(7-8) 현차관 B204호 ● ● ● 신청현황
경영대학,경영학과,BUSS313,국제경영론(영강) 이형진 3( 3) 월(7-8) 현차관 B206호 수(7-8) 현차관 B206호 ● ● ● 신청현황
경영대학,경영학과,BUSS320,아시아관점에서의한국경영과관리(영강) 신만수 3( 3) 화(5-6) L-P 205호 ● ● ● 신청현황
경영대학,경영학과,BUSS328,거시경제와글로벌비즈니스이해 정재호 3( 3) 월(5) L-P 205호 수(5) L-P 205호 ● ● ● 신청현황
경영대학,경영학과,BUSS328,거시경제와글로벌비즈니스이해(영강) 편주현 3( 3) 화(1) 현차관 B204호 목(1) 현차관 B204호 ● ● ● 신청현황
경영대학,경영학과,BUSS330,중국경제론 김익수 3( 3) 월(2) L-P 433호 수(2) L-P 433호 ● ● ● 신청현황
경영대학,경영학과,BUSS342,소비자행동 박종원 3( 3) 월(5) L-P 432호 수(5) L-P 432호 ● ● ● 신청현황
경영대학,경영학과,BUSS342,소비자행동 류강석 3( 3) 월(6) L-P 207호 수(6) L-P 207호 ● ● ● 신청현황
경영대학,경영학과,BUSS342,소비자행동(영강) 석관호 3( 3) 화(5) L-P 217호 목(5) L-P 217호 ● ● ● 신청현황
경영대학,경영학과,BUSS342,소비자행동(영강) 윤성아 3( 3) 화(3-4) L-P 218호 목(3-4) L-P 218호 ● ● ● 신청현황
경영대학,경영학과,BUSS344,국제금융론(영강) 조혜진 3( 3) 화(1) 현차관 B206호 목(1) 현차관 B206호 ● ● ● 신청현황
경영대학,경영학과,BUSS352,세무회계 이만우 3( 3) 화(1) L-P 530호 목(1) L-P 530호 ● ● ● 신청현황
경영대학,경영학과,BUSS355,노사관계론 김동원 3( 3) 월(6) 현차관 303호 수(6) 현차관 303호 ● ● ● 신청현황
경영대학,경영학과,BUSS356,혁신과전략(영강) 김희천 3( 3) 화(6) L-P 208호 목(6) L-P 208호 ● ● ● 신청현황
경영대학,경영학과,BUSS358,인적자원관리 배종석 3( 3) 월(2) L-P 108호 수(2) L-P 108호 ● ● ● 신청현황
경영대학,경영학과,BUSS358,인적자원관리(영강) 김광현 3( 3) 월(6) L-P 531호 수(6) L-P 531호 ● ● ● 신청현황
경영대학,경영학과,BUSS361,고급회계 이한상 3( 3) 월(1) 현차관 B206호 수(1) 현차관 B206호 ● ● ● 신청현황
경영대학,경영학과,BUSS362,유통관리 김상용 3( 3) 월(5) 현차관 301호 수(5) 현차관 301호 ● ● ● 신청현황
경영대학,경영학과,BUSS363,마케팅전략(영강) 이종호 3( 3) 화(2) L-P 218호 목(2) L-P 218호 ● ● ● 신청현황
경영대학,경영학과,BUSS363,마케팅전략(영강) Tony C. Garrett 3( 3) 화(1) 현차관 B205호 목(1) 현차관 B205호 ● ● ● 신청현황
경영대학,경영학과,BUSS364,기업윤리 문형구 3( 3) 월(2) L-P 432호 수(2) L-P 432호 ● ● ● 신청현황
경영대학,경영학과,BUSS367,국제재무관리(영강) 이동욱 3( 3) 월(1) 현차관 301호 수(1) 현차관 301호 ● ● ● 신청현황
경영대학,경영학과,BUSS376,서비스운영관리 박광태 3( 3) 월(5) L-P 106호 수(5) L-P 106호 ● ● ● ● 신청현황
경영대학,경영학과,BUSS380,프로세스혁신및프로젝트관리(영강) 이재남 3( 3) 화(1) L-P 216호 목(1) L-P 216호 ● ● ● 신청현황
경영대학,경영학과,BUSS382,보험과위험관리(영강) 김창기 3( 3) 월(6) L-P 432호 수(6) L-P 432호 ● ● ● 신청현황
경영대학,경영학과,BUSS384,기업재무(영강) 황준호 3( 3) 월(6) L-P 530호 수(6) L-P 530호 ● ● ● ● 신청현황
경영대학,경영학과,BUSS384,기업재무(영강) 류두원 3( 3) 월(7-8) L-P 433호 수(7-8) L-P 433호 ● ● ● 신청현황
경영대학,경영학과,BUSS384,기업재무(영강) 박진관 3( 3) 화(2) L-P 432호 목(2) L-P 432호 ● ● ● 신청현황
경영대학,경영학과,BUSS384,기업재무(영강) 김중혁 3( 3) 월(2) L-P 208호 수(2) L-P 208호 ● ● ● 신청현황
경영대학,경영학과,BUSS384,기업재무(영강) 나현승 3( 3) 화(1) 현차관 B301호 목(1) 현차관 B301호 ● ● ● 신청현황
경영대학,경영학과,BUSS386,선물옵션(영강) 김배호 3( 3) 월(2) 현차관 B205호 수(2) 현차관 B205호 ● ● ● 신청현황
경영대학,경영학과,BUSS386,선물옵션 김도완 3( 3) 월(3-4) 현차관 303호 수(3-4) 현차관 303호 ● ● ● 신청현황
경영대학,경영학과,BUSS388,인터넷비즈니스와전자상거래(영강) 이동원 3( 3) 화(6) L-P 216호 목(6) L-P 216호 ● ● ● 신청현황
경영대학,경영학과,BUSS394,비즈니스협상(영강) 권성우 3( 3) 월(5) L-P 531호 수(5) L-P 531호 ● ● ● 신청현황
경영대학,경영학과,BUSS402,경영전략(영강) 이준만 3( 3) 화(5) 현차관 301호 목(5) 현차관 301호 ● ● ● 신청현황
경영대학,경영학과,BUSS402,경영전략(영강) 김언수 3( 3) 화(6) 현차관 B201호 목(6) 현차관 B201호 ● ● ● 신청현황
경영대학,경영학과,BUSS402,경영전략 조명현 3( 3) 월(2) L-P 217호 수(2) L-P 217호 ● ● ● 신청현황
경영대학,경영학과,BUSS402,경영전략(영강) 정창화 3( 3) 화(2) 현차관 B201호 목(2) 현차관 B201호 ● ● ● 신청현황
경영대학,경영학과,BUSS402,경영전략(영강) 김봉선 3( 3) 화(6) L-P 531호 목(6) L-P 531호 ● ● ● 신청현황
경영대학,경영학과,BUSS402,경영전략(영강) 남대일 3( 3) 월(5) L-P 216호 수(5) L-P 216호 ● ● ● 신청현황
경영대학,경영학과,BUSS402,경영전략(영강) 김나미 3( 3) 화(6) L-P 530호 목(6) L-P 530호 ● ● ● 신청현황
경영대학,경영학과,BUSS407,신상품개발과마케팅(영강) Tony C. Garrett 3( 3) 화(2) 현차관 B205호 목(2) 현차관 B205호 ● ● ● 신청현황
경영대학,경영학과,BUSS409,소셜벤처창업 문정빈 3( 3) 화(5) L-P 218호 목(5) L-P 218호 ● ● ● 신청현황
경영대학,경영학과,BUSS412,IT혁신관리:이슈와트렌드 홍세준 3( 3) 화(3-4) 현차관 B202호 목(3-4) 현차관 B202호 ● ● ● ● 신청현황
경영대학,경영학과,BUSS414,채권론(영강) 이동욱 3( 3) 월(2) 현차관 301호 수(2) 현차관 301호 ● ● ● 신청현황
경영대학,경영학과,BUSS416,기업가치평가(영강) 배진한 3( 3) 월(1) L-P 531호 수(1) L-P 531호 ● ● ● 신청현황
경영대학,경영학과,BUSS425,소셜네트워크와경쟁우위(영강) 김영규 3( 3) 화(2) 현차관 B202호 목(2) 현차관 B202호 ● ● ● 신청현황
경영대학,경영학과,BUSS431,회계감사 송문섭 3( 3) 금(6-8) 현차관 B204호 ● ● ● 신청현황
경영대학,경영학과,BUSS456,금융회계(영강) 이한상 3( 3) 월(2) 현차관 B206호 수(2) 현차관 B206호 ● ● ● 신청현황
경영대학,경영학과,BUSS467,국내경영현장실습Ⅰ  경영대학 홈페이지에서 신청:공지사항 참고 진영호 3( 0) ● ● 신청 불가
경영대학,경영학과,BUSS468,국내경영현장실습Ⅱ  경영대학 홈페이지에서 신청:공지사항 참고 진영호 3( 0) ● ● 신청 불가
경영대학,경영학과,BUSS469,국내경영현장실습Ⅲ  경영대학 홈페이지에서 신청:공지사항 참고 진영호 6( 0) ● ● 신청 불가
경영대학,경영학과,BUSS470,국제경영현장실습Ⅰ  경영대학 홈페이지에서 신청:공지사항 참고 진영호 3( 0) ● ● 신청 불가
경영대학,경영학과,BUSS471,국제경영현장실습Ⅱ  경영대학 홈페이지에서 신청:공지사항 참고 진영호 3( 0) ● ● 신청 불가
경영대학,경영학과,BUSS472,국제경영현장실습Ⅲ  경영대학 홈페이지에서 신청:공지사항 참고 진영호 6( 0) ● ● 신청 불가
경영대학,경영학과,BUSS475,인터넷마케팅 이두희 3( 3) 월(5) L-P 530호 수(5) L-P 530호 ● ● ● 신청현황
경영대학,경영학과,BUSS475,인터넷마케팅(영강) 이장혁 3( 3) 목(6-8) 현차관 B301호 ● ● ● ● ● 신청현황
경영대학,경영학과,BUSS488,"구매,공급관리 박명섭 3( 3) 화(5) L-P 531호 목(5) L-P 531호 ● ● ● 신청현황"
공과대학,기계공학부,MECH204,유체역학I 문영준 3( 3) 월(2) 창의관 B114호 수(2) 창의관 B114호 ● ● ● 신청현황
공과대학,기계공학부,MECH204,유체역학I(영강) 신세현 3( 3) 화(6) 창의관 116호 목(6) 창의관 116호 ● ● ● 신청현황
공과대학,기계공학부,MECH210,전산기이용기계제도 심재경 2( 3) 금(1-2) 창의관 212 ● ● ● 신청현황
공과대학,기계공학부,MECH210,전산기이용기계제도(영강) 최병호 2( 3) 금(5-6) 창의관 212 ● ● 신청현황
공과대학,기계공학부,MECH216,공업수학II(영강) 한창수 3( 3) 월(7-8) 창의관 B114호 수(7-8) 창의관 B114호 ● ● ● 신청현황
공과대학,기계공학부,MECH216,공업수학II(영강) 이호성 3( 3) 화(2) 창의관 116호 목(2) 창의관 116호 ● ● ● 신청현황
공과대학,기계공학부,MECH222,열역학II(영강) 윤석구 3( 3) 월(1) 창의관 116호 수(1) 창의관 116호 ● ● ● 신청현황
공과대학,기계공학부,MECH222,열역학II(영강) 심준형 3( 3) 월(5) 창의관 B114호 수(5) 창의관 B114호 ● ● ● 신청현황
공과대학,기계공학부,MECH226,동역학 나성수 3( 3) 월(6) 창의관 203호 수(6) 창의관 203호 ● ● ● ● 신청현황
공과대학,기계공학부,MECH226,동역학(영강) 박신석 3( 3) 화(5) 창의관 116호 목(5) 창의관 116호 ● ● ● 신청현황
공과대학,기계공학부,MECH236,고체역학Ⅱ(영강) 최병호 3( 3) 화(1) 창의관 205호 목(1) 창의관 205호 ● ● ● 신청현황
공과대학,기계공학부,MECH236,고체역학Ⅱ(영강) 송용남 3( 3) 화(1) 신공학관B105 목(1) 신공학관B105 ● ● ● ● 신청현황
